x,y,z
-43.9,1.4,-14.0
-46.3,3.1,-14.4
-44.2,4.6,-12.2
-44.2,3.2,-14.4
-46.3,0.3,-12.2
-44.6,-0.0,-10.4
-46.3,-1.8,-10.8
-46.3,-3.2,-9.3
-45.3,-1.4,-8.9
-46.7,-0.7,-8.9
-45.6,-0.4,-6.4
-45.3,-1.4,-8.2
-46.0,-2.8,-7.5
-44.9,-0.4,-3.5
-46.0,-1.4,-3.1
-45.6,-0.4,-2.7
-46.0,-0.7,-0.2
-45.6,-1.8,-2.0
-47.7,-0.4,-0.5
-46.3,-1.8,0.2
-47.0,1.0,-1.3
-47.0,1.7,3.1
-46.7,2.8,2.0
-47.7,3.8,3.1
-46.7,2.8,5.7
-46.3,5.2,5.3
-45.6,5.2,8.9
-45.6,5.9,8.2
-43.9,6.3,11.5
-45.3,6.3,10.0
-43.8,10.5,11.5
-43.5,8.0,13.3
-43.8,8.4,13.7
-43.1,12.6,12.9
-43.8,11.9,12.9
-42.8,12.2,13.3
-43.8,14.7,12.9
-42.1,15.8,12.6
-40.3,16.1,12.9
-43.1,17.5,13.7
-41.7,18.2,13.7
-41.7,19.6,11.5
-42.4,18.2,13.7
-42.1,17.9,13.3
-42.1,17.2,15.5
-38.9,16.1,14.4
-41.4,15.1,12.6
-40.0,13.0,15.5
-41.7,12.6,14.4
-42.4,12.6,17.3
-39.6,11.2,18.1
-39.6,11.2,18.1
-39.3,8.7,19.9
-39.6,9.8,21.7
-40.0,6.6,22.8
-38.6,5.9,25.0
-37.9,8.7,23.5
-38.9,7.0,23.9
-38.2,8.4,26.8
-37.2,8.0,25.7
-38.6,8.0,27.9
-35.8,8.7,25.0
-36.1,5.6,26.8
-37.2,7.3,27.2
-35.4,7.0,26.8
-35.4,8.4,28.3
-36.1,9.8,27.5
-35.8,9.4,27.2
-36.1,9.8,29.0
-35.1,8.0,27.9
-34.7,10.5,29.0
-34.4,10.1,30.1
-35.1,9.4,29.4
-35.4,9.1,29.0
-36.1,9.1,29.7
-36.1,9.8,28.3
-35.4,9.1,29.7
-33.3,9.8,29.0
-34.0,9.1,31.9
-31.6,8.0,32.3
-33.0,8.7,30.1
-33.0,6.6,31.6
-33.0,7.3,35.9
-30.5,7.0,34.1
-31.9,4.8,33.4
-29.8,5.6,34.9
-28.1,5.9,37.4
-27.4,6.6,35.2
-26.7,5.9,38.9
-24.9,6.3,39.2
-22.8,4.8,40.7
-22.5,5.9,40.3
-21.4,6.3,39.2
-20.7,7.7,39.2
-19.0,8.7,41.8
-18.3,8.0,41.8
-18.6,14.0,40.7
-15.1,16.8,40.0
-16.9,18.6,41.0
-16.5,16.8,38.5
-16.9,18.6,38.1
-17.2,18.9,38.5
-17.2,16.1,38.5
-15.1,18.9,39.2
-16.9,18.6,37.4
-14.8,20.0,38.1
-14.8,20.0,37.4
-15.1,21.7,38.5
-16.2,22.1,37.4
-16.5,23.1,37.8
-16.9,20.7,37.4
-15.5,22.1,36.7
-19.3,21.7,36.3
-18.6,23.1,35.6
-18.3,22.1,33.7
-20.3,24.2,35.9
-22.5,23.5,31.5
-23.2,24.9,31.5
-23.2,26.3,30.1
-22.5,29.1,27.2
-23.5,32.3,24.6
-21.8,33.4,22.1
-22.8,33.7,21.7
-19.3,36.5,21.0
-21.4,36.5,19.5
-19.7,36.9,17.7
-23.5,36.5,16.6
-23.5,35.1,16.6
-22.8,35.8,15.1
-24.2,36.5,12.9
-23.2,37.6,15.5
-24.9,38.6,12.9
-24.6,37.6,11.8
-22.5,36.2,13.3
-23.5,35.8,13.7
-24.2,36.5,12.2
-25.3,36.9,14.0
-22.5,36.9,12.6
-21.4,35.8,12.2
-22.5,36.9,11.8
-24.6,35.5,14.0
-21.8,36.9,14.0
-23.9,36.9,12.6
-23.9,33.4,14.8
-26.0,36.2,14.7
-23.9,33.4,16.2
-25.3,34.8,16.9
-25.3,34.1,18.4
-24.2,31.6,18.8
-24.2,32.3,21.7
-28.1,28.4,24.2
-26.3,28.1,25.3
-24.9,26.7,25.3
-25.3,27.0,28.6
-26.7,26.3,28.6
-27.0,27.4,28.3
-26.3,23.1,29.0
-25.6,24.5,31.2
-26.0,20.7,30.8
-25.6,21.0,32.6
-23.9,17.9,32.3
-24.9,17.5,34.1
-27.0,18.2,33.4
-28.8,16.5,33.7
-25.6,16.1,34.1
-25.6,14.0,34.1
-27.4,15.0,35.2
-29.5,13.6,35.2
-29.5,15.0,33.7
-28.4,11.9,34.1
-27.4,12.2,35.9
-29.8,11.2,33.4
-29.1,11.2,34.1
-30.2,11.5,33.0
-30.9,10.1,33.0
-31.6,10.8,32.3
-30.9,10.8,31.6
-33.0,10.1,30.8
-34.4,12.2,30.1
-34.0,11.2,29.7
-34.4,11.5,29.4
-35.8,12.2,28.6
-33.0,12.2,25.7
-33.7,12.9,27.2
-37.5,13.3,24.6
-35.1,11.5,25.0
-37.2,12.9,23.5
-37.2,13.6,25.0
-38.6,12.9,25.0
-38.2,14.0,21.7
-38.2,14.7,23.2
-38.2,14.0,22.4
-38.2,14.7,21.7
-39.6,16.1,21.7
-37.5,14.7,18.0
-38.6,15.8,23.5
-37.5,14.7,19.5
-39.3,15.8,20.6
-37.5,15.4,21.0
-37.5,15.4,21.0
-37.9,14.4,19.9
-38.9,15.4,21.0
-38.2,15.4,21.0
-36.5,15.1,19.1
-36.8,15.4,21.7
-37.9,15.8,22.1
-38.6,13.6,22.8
-37.9,12.2,24.3
-37.9,14.3,24.2
-36.5,13.6,26.4
-36.8,14.0,25.3
-35.8,10.8,25.7
-35.1,11.5,29.4
-35.4,9.8,30.5
-34.7,9.8,29.0
-33.3,7.7,31.2
-33.3,7.7,32.7
-32.3,4.5,33.0
-31.2,4.8,34.1
-29.8,3.4,34.9
-30.9,2.4,33.8
-29.1,2.7,35.6
-31.6,2.4,35.2
-29.8,0.6,33.4
-30.5,1.3,36.3
-30.2,-0.4,33.8
-28.8,0.3,36.7
-30.5,-2.2,36.3
-32.3,-1.8,35.2
-30.9,-1.8,34.5
-30.9,-3.2,36.7
-31.2,-2.2,33.4
-33.7,-1.8,33.8
-32.3,-3.9,34.5
-33.3,-0.8,33.4
-32.6,-4.3,31.9
-33.0,-2.5,33.0
-34.7,-4.3,32.7
-33.7,-5.3,30.1
-36.1,-1.5,29.7
-37.5,-5.0,29.0
-37.2,-3.2,30.1
-36.8,-2.2,28.3
-37.9,-2.5,26.5
-37.2,-1.8,26.5
-37.5,0.6,26.1
-42.1,-1.1,26.5
-37.9,-1.1,25.0
-36.5,0.3,26.5
-38.6,0.3,26.5
-37.5,-0.8,25.4
-39.6,-1.5,23.9
-40.0,1.7,23.5
-40.7,1.7,26.5
-40.0,1.0,27.2
-37.2,1.0,27.2
-38.9,2.7,26.1
-38.2,-0.1,26.1
-36.8,-0.8,28.3
-39.3,-0.4,28.6
-36.1,-0.1,29.7
-35.1,-1.1,31.6
-36.5,-2.5,31.6
-35.1,-2.5,32.3
-35.4,-2.2,30.5
-32.3,-2.5,33.8
-34.0,-0.1,33.4
-32.3,-3.2,33.8
-30.2,-4.6,35.2
-30.9,-1.1,36.7
-29.8,-4.3,38.5
-27.4,-4.6,37.4
-26.7,-3.2,37.4
-26.3,-5.0,37.8
-24.9,-5.0,40.0
-24.2,-3.6,41.4
-25.3,-3.2,41.8
-23.5,-3.6,40.7
-24.2,-2.9,41.4
-22.1,-4.3,42.9
-21.4,-5.0,42.9
-21.8,-3.9,41.1
-21.4,-4.3,43.6
-19.7,-4.6,41.8
-20.7,-5.0,43.6
-20.7,-6.4,43.6
-20.4,-5.3,42.5
-19.0,-3.9,42.5
-20.7,-4.3,42.9
-21.8,-3.2,41.8
-21.8,-5.3,41.1
-20.4,-4.6,44.0
-20.4,-5.3,43.3
-20.0,-4.3,42.2
-21.1,-4.6,44.0
-21.8,-4.6,41.8
-22.1,-4.3,41.4
-21.4,-2.9,40.0
-23.5,-2.9,40.7
-22.1,-2.2,40.7
-25.3,0.3,38.9
-23.9,-1.1,40.3
-27.0,1.3,37.1
-25.6,0.6,37.1
-27.0,2.7,38.5
-27.0,2.7,37.8
-25.3,4.5,39.6
-26.3,4.8,38.5
-27.7,4.8,40.0
-26.7,5.9,38.1
-26.3,7.0,38.5
-24.2,6.3,38.5
-24.9,6.3,40.0
-24.9,7.0,38.5
-25.3,5.2,39.6
-23.5,8.4,40.7
-23.2,5.2,41.1
-22.1,6.3,41.4
-22.8,4.1,42.2
-20.0,3.4,41.4
-19.3,3.4,42.9
-17.9,2.7,42.9
-17.2,2.7,43.6
-14.8,3.1,44.7
-14.1,1.0,46.2
-12.7,1.7,45.5
-12.7,1.7,45.5
-9.2,-1.1,46.9
-8.5,0.3,46.2
-8.5,-1.8,47.7
-7.8,-3.2,47.7
-6.0,-1.5,45.8
-6.0,-2.9,47.3
-4.3,-2.5,48.4
-3.2,-5.0,48.8
-2.5,-5.7,48.0
-1.8,-5.0,45.9
-2.2,-4.6,47.7
-1.1,-7.8,47.3
-1.1,-4.3,48.0
-0.4,-5.7,49.5
1.3,-7.4,48.4
-0.4,-7.1,48.0
-1.1,-5.0,45.9
0.3,-5.7,46.6
-0.1,-6.0,46.2
-1.5,-6.7,47.0
-0.4,-5.7,45.9
-0.4,-6.4,46.6
-2.5,-6.4,45.1
-2.2,-5.3,46.9
-2.9,-5.3,49.1
-1.5,-3.9,46.2
-3.2,-4.3,45.9
-3.9,-2.9,46.6
-3.2,-2.9,46.6
-2.5,-4.3,48.0
-2.9,-3.9,46.9
-3.6,-1.8,46.9
-0.8,-3.2,48.4
0.3,-2.9,47.3
-0.4,-2.9,45.9
2.0,-3.9,46.2
2.7,-1.8,48.4
6.2,-3.2,47.7
6.9,-1.8,47.0
10.8,-1.4,45.9
9.4,-2.8,48.1
11.1,-3.9,46.2
13.6,-3.5,48.1
13.9,-1.8,45.5
17.1,-4.2,45.9
17.1,-5.6,44.4
19.5,-5.3,43.3
21.6,-6.0,41.9
20.9,-6.0,41.1
25.8,-6.0,42.6
26.1,-4.9,39.3
25.4,-6.3,38.6
28.6,-5.3,37.5
29.6,-7.7,36.4
30.7,-7.4,36.8
31.0,-6.3,34.2
33.5,-6.7,33.9
33.5,-7.4,33.1
32.4,-7.0,32.8
34.5,-10.5,32.8
34.2,-9.5,31.0
33.5,-9.5,31.0
35.9,-9.1,27.7
35.6,-10.9,31.7
36.6,-11.2,29.9
37.7,-12.3,29.5
36.6,-11.2,30.6
37.3,-9.8,28.4
37.3,-9.1,29.1
35.6,-9.5,28.8
34.9,-9.5,32.4
35.6,-8.1,29.5
35.2,-9.8,32.1
35.2,-7.7,32.1
33.5,-8.8,34.6
32.8,-8.8,35.3
33.8,-5.6,34.2
31.0,-7.0,35.0
31.7,-6.3,37.2
28.6,-4.6,37.5
26.8,-4.2,38.6
25.8,-3.9,39.7
23.4,-2.1,40.1
23.4,-0.7,41.5
22.3,1.0,42.6
22.3,3.9,41.9
19.5,4.6,41.1
21.3,7.0,43.0
20.2,8.8,42.6
18.5,9.8,41.5
17.1,14.0,42.9
17.8,16.2,41.5
18.5,18.3,38.5
20.2,20.0,39.6
21.3,20.4,37.8
19.9,21.1,37.8
21.6,22.9,36.0
22.3,25.0,35.3
21.6,25.0,34.5
22.3,25.0,33.1
21.3,26.7,34.9
22.7,26.0,33.4
24.1,28.8,31.2
22.0,26.0,32.7
25.1,26.4,33.1
24.8,26.0,29.8
24.1,27.4,31.2
23.0,27.8,30.2
22.7,30.9,29.8
23.7,30.6,29.4
24.4,31.3,28.0
23.4,31.7,26.9
22.3,34.1,26.5
24.8,34.5,24.7
22.0,35.2,25.4
23.7,35.5,25.0
22.0,35.2,23.2
23.0,36.2,23.6
22.3,35.5,22.8
23.0,36.9,21.4
22.7,35.2,23.2
23.7,36.2,22.1
21.6,36.9,22.1
22.3,36.9,19.9
22.0,37.3,21.7
22.0,37.3,21.7
23.0,35.5,23.6
24.1,35.2,22.5
24.1,36.6,23.2
22.7,35.9,25.4
23.4,33.8,23.9
25.5,33.8,23.9
24.8,32.4,24.7
26.2,32.4,25.4
25.1,32.0,28.0
27.6,30.3,26.9
28.3,26.7,27.6
29.7,26.7,28.3
29.7,22.5,27.6
32.1,22.9,29.4
33.2,19.7,29.8
33.9,20.4,26.9
35.3,18.3,29.8
35.3,16.9,27.6
37.7,15.9,28.7
37.7,15.2,27.3
38.4,14.5,26.5
39.4,12.7,26.2
41.2,13.8,26.6
40.1,12.7,24.7
40.5,13.1,24.4
39.8,11.6,24.4
40.1,10.6,24.7
40.5,10.9,25.1
40.1,12.0,26.2
39.8,13.1,26.6
38.4,12.3,25.8
39.1,13.8,26.6
39.8,16.6,28.0
39.1,16.6,28.0
38.1,16.9,27.6
35.3,19.0,26.2
34.9,19.4,29.5
34.9,20.1,26.5
32.1,21.5,28.0
30.4,23.9,28.3
29.7,24.6,29.8
30.0,25.7,29.4
27.9,27.8,28.7
25.8,28.5,29.4
25.8,29.9,26.5
24.1,32.4,26.9
23.4,32.4,24.7
21.3,33.8,25.4
22.0,37.3,22.5
17.4,38.3,22.8
21.3,38.0,19.6
17.8,41.5,18.1
19.9,41.5,17.4
17.4,41.9,13.3
18.5,42.9,13.0
15.3,42.6,11.1
16.4,45.7,9.3
14.6,46.1,6.0
14.3,45.0,4.9
14.3,46.4,2.0
14.6,46.1,-0.5
13.9,46.8,-2.0
12.2,45.8,-3.1
12.2,46.5,-5.3
14.6,46.1,-6.4
11.5,45.8,-7.5
10.4,44.0,-10.7
11.1,42.6,-12.2
11.4,43.7,-12.6
10.7,43.7,-16.2
10.7,42.3,-16.2
8.3,42.6,-17.3
10.7,43.0,-19.9
8.3,41.9,-18.0
9.0,42.6,-20.2
8.3,39.1,-20.2
6.2,41.2,-21.0
6.5,40.9,-20.6
7.6,41.2,-21.0
5.5,41.2,-22.4
7.2,40.9,-22.1
4.4,41.6,-24.2
3.4,40.5,-21.7
5.5,39.1,-22.4
5.5,41.2,-23.1
7.2,41.6,-20.6
5.1,41.6,-22.1
6.2,40.5,-21.0
5.1,40.8,-18.4
6.2,43.3,-18.0
7.2,42.3,-16.9
6.2,44.7,-12.9
6.2,44.7,-12.9
6.2,44.7,-11.5
5.9,45.8,-9.7
4.8,45.4,-7.1
7.3,46.5,-6.0
4.8,46.8,-2.0
5.9,46.4,2.0
5.2,45.7,1.3
6.2,46.1,4.6
4.1,46.1,7.5
6.2,46.8,7.5
7.6,44.7,8.9
8.0,46.4,10.0
8.0,44.3,12.2
10.1,47.1,14.4
11.5,43.6,17.3
14.3,39.4,19.5
17.1,39.4,22.5
15.7,40.1,22.5
18.8,37.6,25.0
19.2,35.9,24.7
19.2,36.6,25.4
23.0,34.8,24.3
22.7,33.1,26.1
20.9,32.0,25.8
24.1,33.1,28.3
23.7,32.0,26.5
25.5,31.0,26.9
24.8,31.0,27.6
27.9,29.2,27.2
28.3,29.6,28.3
29.0,28.1,28.3
28.3,26.7,27.6
28.3,28.1,26.9
28.6,27.8,25.8
28.3,26.0,29.1
28.3,26.7,29.1
28.6,25.7,26.5
27.2,27.1,30.2
27.6,26.0,31.3
27.2,25.7,31.6
25.1,26.4,30.2
24.8,28.1,31.2
25.5,28.8,31.2
24.8,28.1,32.7
24.1,27.4,32.0
20.2,28.5,32.3
18.5,29.5,32.7
17.1,28.8,33.4
17.1,30.2,33.4
13.6,28.1,36.3
10.4,29.2,35.2
10.4,29.2,37.4
7.3,30.2,37.8
3.8,29.5,37.0
2.1,29.8,37.4
-1.1,30.9,39.2
-3.9,32.3,35.6
-5.3,33.7,34.8
-9.1,34.8,34.5
-14.0,33.3,32.3
-14.7,31.9,30.8
-17.2,33.0,30.4
-18.6,33.7,28.3
-20.7,36.5,25.3
-22.1,35.8,22.4
-23.5,35.8,20.9
-24.6,36.2,19.9
-26.0,35.5,16.2
-26.3,36.5,14.4
-27.4,36.9,12.6
-29.5,36.9,11.1
-28.8,35.5,8.2
-30.2,36.9,6.0
-30.5,35.8,3.4
-31.2,35.1,6.4
-34.4,32.7,0.1
-33.3,31.6,-0.9
-33.7,33.4,-4.2
-32.3,31.3,-4.2
-33.7,32.0,-6.4
-36.5,28.5,-7.9
-36.5,29.2,-8.6
-37.6,27.4,-9.0
-38.3,25.3,-8.2
-37.6,22.5,-9.0
-40.7,20.7,-10.8
-40.7,17.2,-11.5
-42.1,19.3,-10.1
-41.4,15.8,-13.0
-43.2,14.8,-14.1
-42.1,13.7,-13.0
-42.5,11.2,-14.8
-43.5,10.2,-15.9
-41.4,7.4,-15.9
-43.2,7.7,-18.4
-43.5,5.3,-18.8
-42.5,4.9,-17.0
-41.8,3.5,-19.9
-41.8,3.5,-18.4
-43.6,1.1,-18.8
-42.2,3.2,-20.2
-40.8,0.4,-21.0
-41.1,-1.4,-22.8
-41.1,0.7,-20.6
-41.8,-0.7,-22.1
-39.4,-1.7,-23.1
-40.8,-0.3,-21.7
-39.7,-2.8,-25.0
-39.4,-1.7,-23.9
-40.1,-4.6,-23.1
-39.7,-4.2,-26.4
-40.1,-5.3,-26.1
-40.1,-5.3,-24.6
-40.4,-6.3,-27.1
-38.0,-6.7,-23.9
-40.1,-6.0,-26.1
-36.9,-9.1,-24.9
-37.6,-9.8,-25.7
-38.3,-10.5,-25.7
-35.5,-11.2,-25.7
-37.3,-13.7,-23.8
-35.5,-13.3,-24.2
-37.3,-15.8,-24.6
-35.2,-17.2,-24.6
-35.9,-16.5,-23.1
-35.9,-17.2,-23.8
-35.5,-18.3,-22.7
-36.6,-19.3,-23.1
-36.9,-19.0,-23.5
-35.5,-19.0,-25.7
-33.4,-20.4,-26.4
-32.4,-19.3,-26.7
-30.3,-20.0,-30.4
-30.0,-19.7,-29.3
-26.8,-18.6,-31.8
-26.8,-20.0,-33.3
-25.8,-19.6,-32.9
-26.1,-19.3,-32.6
-24.0,-20.0,-35.5
-23.7,-19.6,-34.4
-20.9,-21.0,-34.4
-22.3,-21.7,-36.6
-19.1,-24.9,-34.0
-16.0,-23.1,-35.8
-16.7,-24.5,-34.4
-14.9,-27.0,-33.3
-12.1,-27.7,-32.5
-8.6,-29.8,-31.8
-6.9,-30.9,-31.4
-4.4,-31.9,-31.8
-0.2,-35.4,-30.3
1.5,-34.4,-28.5
2.2,-36.5,-27.8
4.7,-36.8,-29.6
7.5,-36.8,-28.8
7.8,-36.5,-27.8
9.6,-34.7,-25.9
10.6,-35.8,-26.3
14.1,-36.5,-26.3
15.9,-34.0,-26.6
19.4,-33.3,-28.1
20.4,-31.5,-25.6
22.9,-31.9,-27.4
26.4,-29.8,-25.2
28.1,-29.4,-23.4
36.2,-16.4,-26.6
40.1,-2.0,-22.7
43.9,2.6,-18.6
43.2,4.7,-16.5
43.6,7.9,-16.1
42.2,10.7,-14.7
40.4,15.2,-17.2
40.1,15.6,-14.7
40.1,17.7,-14.7
40.8,17.0,-13.2
41.2,20.9,-13.6
40.8,20.5,-13.9
39.8,19.4,-12.1
39.4,21.2,-11.0
39.4,21.9,-10.3
39.4,20.5,-12.5
37.3,23.3,-12.5
39.4,21.9,-14.7
39.1,23.0,-15.0
37.7,22.3,-17.2
38.3,20.9,-16.5
38.0,19.8,-17.6
38.7,17.7,-18.3
39.7,12.4,-19.4
40.4,9.6,-21.6
38.0,7.9,-27.1
35.2,8.6,-28.5
32.0,7.5,-32.5
26.8,9.3,-36.6
23.3,8.6,-40.2
20.1,5.4,-42.8
18.3,2.2,-43.1
19.0,-2.7,-42.4
19.0,-3.4,-43.1
16.9,-8.3,-40.2
15.5,-9.0,-40.9
14.8,-12.5,-40.9
10.3,-16.4,-41.3
10.3,-19.9,-40.5
8.9,-22.0,-40.5
6.4,-25.2,-38.7
7.5,-26.3,-39.1
6.1,-26.3,-38.3
4.0,-29.1,-36.9
1.2,-31.2,-34.0
0.1,-33.0,-35.1
-0.6,-32.3,-34.3
-0.6,-33.7,-33.6
-1.3,-30.8,-33.6
-0.9,-32.6,-33.2
-4.8,-32.3,-34.3
-6.5,-31.2,-34.7
-8.3,-30.9,-35.8
-6.5,-29.1,-35.4
-7.2,-29.8,-33.3
-8.3,-28.0,-38.7
-10.0,-24.2,-36.9
-8.3,-25.9,-38.0
-8.3,-23.1,-38.7
-7.2,-20.6,-42.8
-6.9,-21.7,-41.7
-8.3,-18.2,-41.7
-9.3,-15.7,-44.2
-9.3,-15.0,-44.2
-7.6,-11.9,-44.6
-7.2,-10.8,-46.4
-6.5,-7.3,-47.2
-3.7,-5.2,-47.9
-0.9,-3.8,-47.2
-0.9,-2.3,-48.6
3.6,-0.6,-46.1
2.6,1.2,-47.9
4.7,1.9,-48.6
5.4,2.6,-47.2
5.0,2.2,-46.8
5.7,2.9,-46.1
6.8,6.1,-45.0
7.1,4.3,-45.3
8.2,4.0,-47.2
11.3,5.7,-46.1
14.8,3.6,-43.9
15.5,3.6,-42.4
16.9,2.2,-43.9
16.2,2.2,-41.7
17.6,2.9,-41.7
16.9,2.9,-44.6
17.6,1.5,-43.9
16.9,0.8,-44.6
20.4,2.9,-43.8
20.4,0.8,-41.7
22.5,1.5,-40.2
22.2,1.2,-38.4
23.9,0.8,-40.2
24.6,0.8,-37.3
27.4,0.8,-37.3
26.0,-0.6,-36.5
25.3,1.5,-38.7
25.7,-0.2,-37.6
25.7,-0.9,-38.4
22.9,-0.2,-39.1
22.9,-2.3,-39.8
22.9,-4.4,-39.1
22.9,-1.6,-39.8
21.1,-5.5,-40.2
19.4,-4.4,-42.7
21.8,-3.4,-41.6
18.3,-6.2,-41.6
16.9,-6.9,-43.8
14.5,-7.3,-44.2
13.8,-7.3,-43.5
13.8,-6.6,-42.7
12.0,-6.9,-44.6
11.0,-8.0,-44.9
8.5,-6.9,-44.6
7.5,-8.7,-47.1
7.1,-6.2,-45.3
5.0,-8.3,-45.3
5.7,-6.2,-46.8
5.0,-6.2,-45.3
3.3,-8.0,-47.1
2.6,-6.6,-46.4
2.9,-6.2,-46.0
2.6,-5.9,-47.1
3.3,-7.3,-47.1
1.2,-5.2,-45.7
3.3,-7.3,-46.4
3.6,-6.9,-44.6
2.2,-6.2,-44.6
1.9,-5.9,-46.4
2.9,-7.6,-45.3
2.9,-7.6,-44.6
4.0,-5.9,-45.7
7.5,-8.7,-44.9
5.7,-5.5,-46.0
9.6,-8.0,-45.7
6.8,-8.7,-44.2
9.6,-8.7,-44.9
9.9,-8.3,-44.6
10.6,-8.3,-44.6
12.0,-9.0,-46.0
12.0,-8.3,-44.6
13.1,-8.0,-44.2
12.4,-8.0,-43.5
14.5,-7.3,-42.7
15.2,-6.6,-44.2
18.3,-8.3,-43.1
18.3,-6.9,-43.1
16.6,-8.0,-42.7
17.6,-7.6,-42.4
16.9,-6.9,-43.1
19.7,-6.2,-43.1
18.0,-4.4,-42.7
19.7,-7.6,-41.6
19.0,-5.5,-41.6
18.3,-5.5,-42.4
18.0,-6.6,-42.0
18.0,-7.3,-41.3
18.0,-4.4,-42.0
17.6,-6.2,-40.9
17.6,-4.8,-43.1
17.3,-5.1,-43.5
16.2,-5.5,-43.1
15.9,-5.8,-42.7
15.9,-6.6,-43.5
13.8,-5.1,-44.2
15.2,-6.6,-43.5
12.0,-4.8,-45.3
13.8,-6.6,-43.5
11.7,-7.3,-44.9
10.6,-6.2,-45.3
9.9,-9.0,-45.3
9.9,-6.9,-45.3
8.5,-7.6,-46.0
8.2,-8.0,-45.7
8.9,-8.7,-44.9
7.8,-9.0,-44.6
